Happy,Angry,Disgusted,HandRaised,Sleep,HeadGaze,Engagement
0.14547000741711802,0.7260775228099563,0.12845246977292557,1,0,2,5
0.3718556938341965,0.013590061290282108,0.6145542448755213,1,0,2,5
0.07733213819311276,0.8359889769390055,0.08667888486788168,1,0,2,4
0.0065465568491105755,0.3549207308071672,0.6385327123437223,1,0,2,5
0.4222903050410573,0.2089218330877547,0.36878786187118806,1,0,2,5
0.7926102319302556,0.15247782628951115,0.054911941780233335,1,0,2,4
0.13336391328370953,0.7023170620477693,0.1643190246685211,1,0,2,4
0.1381336421538598,0.1267727439670773,0.7350936138790629,1,0,2,5
0.41137210585619205,0.49691331110472164,0.0917145830390863,1,0,2,5
0.44115160735652803,0.4619965942457001,0.09685179839777204,1,0,2,4
0.30336332620088363,0.6613995901725381,0.03523708362657824,1,0,2,4
0.1520751329097599,0.13888123763789964,0.7090436294523405,1,0,2,4
0.6128452351146227,0.33020226934456565,0.05695249554081182,1,0,2,5
0.01905098866532116,0.8300289863622443,0.15092002497243454,1,0,2,4
0.1126466891523592,0.48952799274403924,0.3978253181036015,1,0,2,5
0.17162224784806385,0.7609318868502319,0.06744586530170424,1,0,2,5
0.3494862673369911,0.6098656796877339,0.04064805297527507,1,0,2,4
0.3847272120243151,0.5875539262443933,0.027718861731291476,1,0,2,4
0.8217028925529406,0.10512617892744806,0.07317092851961132,1,0,2,5
0.6877178493064006,0.010746958919285218,0.3015351917743143,1,0,2,5
0.2791961074858673,0.5054850846039383,0.21531880791019445,1,0,2,4
0.5661038242967439,0.4015132607046957,0.03238291499856041,1,0,2,5
0.245558459128109,0.29822930754048244,0.4562122333314084,1,0,2,4
0.17284759309475395,0.16860675318189053,0.6585456537233556,1,0,2,5
0.584893076460756,0.0041256937800129125,0.41098122975923124,1,0,2,4
0.41997174097156814,0.3621330361625774,0.21789522286585458,1,0,2,4
0.5007590605448125,0.1299818300291323,0.36925910942605517,1,0,2,5
0.05468194574752394,0.05736767506479224,0.8879503791876837,1,0,2,5
0.47702824156796775,0.4367614652135687,0.08621029321846374,1,0,2,5
0.09481262472233777,0.5265725555387682,0.378614819738894,1,0,2,4
0.4673228950671479,0.23808413596780148,0.2945929689650506,1,0,2,4
0.22130928404677241,0.5824727906127944,0.19621792534043317,1,0,2,5
0.7736464318819791,0.11914935707212244,0.10720421104589853,1,0,2,4
0.4703861707579927,0.42285945440278955,0.10675437483921775,1,0,2,4
0.22462464925981412,0.6845812483090071,0.09079410243117873,1,0,2,5
0.25847666816686854,0.09080768050753273,0.6507156513255987,1,0,2,4
0.04825827851308536,0.949056955232488,0.0026847662544266294,1,0,2,4
0.47802815390702585,0.39829642203296334,0.12367542406001089,1,0,2,4
0.7142216859279884,0.2796052683021443,0.006173045769867181,1,0,2,5
0.5183254666174103,0.1963113991607645,0.28536313422182513,1,0,2,4
0.4605398599961467,0.056886804994719056,0.48257333500913424,1,0,2,5
0.611099679918408,0.2528728339270627,0.13602748615452934,1,0,2,4
0.06761715643129822,0.7455307815771746,0.18685206199152726,1,0,2,5
0.60652020143775,0.3359529894297741,0.05752680913247599,1,0,2,5
0.28867910289149135,0.6263501970813027,0.08497070002720601,1,0,2,4
0.09150599830896082,0.6771347042603056,0.2313592974307337,1,0,2,4
0.5743630068540362,0.11407635938048162,0.31156063376548226,1,0,2,4
0.625931364145899,0.3360462306077915,0.03802240524630935,1,0,2,4
0.6968685404628573,0.040256735604005695,0.26287472393313693,1,0,2,5
0.07340334998656643,0.6427217441694079,0.2838749058440257,1,0,2,4
0.2889789829322106,0.4986935740808899,0.21232744298689965,1,0,2,4
0.5963177007331059,0.03812347058032653,0.3655588286865676,1,0,2,5
0.30753168997727065,0.5925177649347646,0.09995054508796475,1,0,2,4
0.43845514205984665,0.12928351499186072,0.43226134294829266,1,0,2,5
0.4778457484744831,0.07580851929300113,0.44634573223251583,1,0,2,4
0.08318387580853402,0.48170820995776953,0.4351079142336964,1,0,2,5
0.22984749897936635,0.4690285812101335,0.3011239198105001,1,0,2,5
0.07288391532021814,0.5347466436783151,0.39236944100146676,1,0,2,5
0.34875005664283065,0.6134784844902749,0.03777145886689453,1,0,2,4
0.27748344651957274,0.4476682314750217,0.2748483220054054,1,0,2,5
0.7495192503572168,0.049960754757577226,0.200519994885206,1,0,2,4
0.4982162473510857,0.4348913020495749,0.06689245059933957,1,0,2,5
0.6203960520092471,0.1128288198773623,0.26677512811339055,1,0,2,5
0.2992852686827051,0.3117894385375566,0.3889252927797383,1,0,2,4
0.20518186410006073,0.5578432554178043,0.2369748804821348,1,0,2,5
0.5922344518683722,0.10437602015816407,0.30338952797346375,1,0,2,4
0.3310812568316196,0.5048665713740124,0.1640521717943679,1,0,2,4
0.5318433495348953,0.20844091952750607,0.25971573093759875,1,0,2,4
0.17503438763064674,0.8060744810160689,0.018891131353284362,1,0,2,4
0.3540079556931076,0.30448502329415433,0.3415070210127382,1,0,2,5
0.3660202048338808,0.336525228545332,0.29745456662078723,1,0,2,5
0.3002802773005109,0.18961298123456302,0.5101067414649261,1,0,2,5
0.01251354326582055,0.6328646479066206,0.3546218088275589,1,0,2,5
0.3440710089012597,0.039237567721625385,0.6166914233771149,1,0,2,5
0.4229383612427121,0.04276820367787678,0.5342934350794111,1,0,2,4
0.5869185521006569,0.26708469743834956,0.14599675046099347,1,0,2,5
0.0043750237183246355,0.05352806453942614,0.9420969117422492,1,0,2,5
0.5480187605766303,0.21428308791547815,0.2376981515078916,1,0,2,4
0.00840063718713636,0.08801612827861074,0.9035832345342529,1,0,2,5
0.2570701151633191,0.7049720224320769,0.037957862404603956,1,0,2,5
0.06222901133853081,0.9285037536032784,0.009267235058190935,1,0,2,4
0.18431791007263845,0.6864774846116583,0.12920460531570319,1,0,2,5
0.009672893956478901,0.6127265251550295,0.3776005808884918,1,0,2,5
0.6456462801833442,0.14653118958710018,0.2078225302295555,1,0,2,4
0.6939366612057397,0.15427061653340243,0.15179272226085785,1,0,2,4
0.21254403402999653,0.005349740776375025,0.7821062251936284,1,0,2,4
0.5475999049268954,0.15148572373258173,0.3009143713405229,1,0,2,5
0.1825995260629162,0.19053257090602316,0.6268679030310608,1,0,2,5
0.49381738276034515,0.11549484456244707,0.3906877726772079,1,0,2,5
0.08565246654205363,0.5790806797715348,0.33526685368641174,1,0,2,4
0.054911610957352974,0.29784389592188704,0.6472444931207602,1,0,2,4
0.3710947497133463,0.05382232016772521,0.5750829301189285,1,0,2,4
0.19020580473052223,0.598648429671689,0.2111457655977889,1,0,2,4
0.36493995788024214,0.30369472976829515,0.3313653123514628,1,0,2,5
0.4148687751045231,0.3768343966378135,0.20829682825766338,1,0,2,4
0.06968250919327415,0.361471026466016,0.5688464643407098,1,0,2,4
0.1092126808833403,0.6195587256847681,0.2712285934318916,1,0,2,4
0.2677803585521557,0.08647154767254041,0.6457480937753038,1,0,2,5
0.26620723824863907,0.018290237480998055,0.715502524270363,1,0,2,5
0.27378252356060157,0.2524235519605451,0.4737939244788533,1,0,2,4
0.084706320866307,0.29230730461065,0.6229863745230431,1,0,2,5
0.3884044787342542,0.45008052473981897,0.16151499652592688,1,0,2,5
0.5121762984163528,0.3549968387531088,0.13282686283053846,1,0,2,5
0.5848544455619089,0.24310811446701422,0.17203743997107673,1,0,2,5
0.16445752891526824,0.5559677110281012,0.2795747600566304,1,0,2,4
0.16153234771837022,0.12490043814850159,0.7135672141331283,1,0,2,5
0.18569342421428442,0.19049574201281974,0.6238108337728958,1,0,2,4
0.4477194868519453,0.11174125781428917,0.4405392553337655,1,0,2,5
0.4707893941618351,0.3480392547656706,0.18117135107249438,1,0,2,4
0.3656308211807173,0.40268890054804174,0.23168027827124107,1,0,2,5
0.4792232162865829,0.04802919809108257,0.47274758562233454,1,0,2,5
0.12221216695945268,0.2891592938474538,0.5886285391930934,1,0,2,5
0.4872890051295968,0.37578713037161127,0.136923864498792,1,0,2,4
0.22969867201231142,0.33686571001056714,0.4334356179771214,1,0,2,5
0.003965711467886498,0.05836407546492153,0.9376702130671919,1,0,2,4
0.28013149421278755,0.242337116739615,0.4775313890475974,1,0,2,4
0.13888470492604618,0.13477635334513846,0.7263389417288154,1,0,2,4
0.22627153030454436,0.3162487157636086,0.45747975393184703,1,0,2,5
0.759919829131719,0.16227661362397178,0.07780355724430933,1,0,2,5
0.6823044063007195,0.07697043320925614,0.2407251604900242,1,0,2,4
0.35622138021273786,0.5799310140431033,0.06384760574415888,1,0,2,4
0.16689855163282588,0.5058889918633689,0.32721245650380526,1,0,2,4
0.13403207784476281,0.6554560321409522,0.21051189001428514,1,0,2,4
0.8527781127178271,0.07499371071562426,0.07222817656654867,1,0,2,4
0.06527727293319788,0.07814056870314695,0.8565821583636551,1,0,2,4
0.0510854052442321,0.633268211047734,0.3156463837080337,1,0,2,4
0.15206686933646002,0.18498320690315379,0.6629499237603861,1,0,2,4
0.7480770482773491,0.20552420660957763,0.046398745113073195,1,0,2,4
0.16331016388965913,0.5013975319549945,0.3352923041553465,1,0,2,5
0.18630991476478767,0.7664355233580848,0.047254561877127406,1,0,2,4
0.04465529129670337,0.8524607241128717,0.10288398459042501,1,0,2,4
0.10056137156581184,0.5996049076140029,0.2998337208201854,1,0,2,5
0.6767202428612871,0.09239789378108686,0.23088186335762614,1,0,2,4
0.2796777270073035,0.1914830099024099,0.5288392630902867,1,0,2,5
0.6720150973308472,0.18478844708691064,0.1431964555822421,1,0,2,4
0.011794404799146825,0.6182902334748471,0.3699153617260061,1,0,2,4
0.21362110545503496,0.578140843646764,0.20823805089820102,1,0,2,5
0.19534861337774026,0.5063502860561347,0.29830110056612497,1,0,2,5
0.009557192887375106,0.8671627543533542,0.12328005275927063,1,0,2,5
0.11818611048042192,0.3766095919912942,0.505204297528284,1,0,2,5
0.5070439502679311,0.3284524960367883,0.16450355369528058,1,0,2,5
0.06147830794288468,0.18213666121904068,0.7563850308380747,1,0,2,5
0.556008049036917,0.0769175457147768,0.36707440524830615,1,0,2,4
0.788537630119949,0.13653138107510113,0.07493098880494987,1,0,2,5
0.7282757686961382,0.16696808648862801,0.10475614481523379,1,0,2,4
0.7358878849375605,0.06600045413032145,0.198111660932118,1,0,2,5
0.6593194672837898,0.10839535145651771,0.2322851812596925,1,0,2,4
0.2851446341546102,0.40639028333852506,0.3084650825068648,1,0,2,5
0.2895662346266777,0.0031223384738185995,0.7073114268995038,1,0,2,5
0.0479018055576043,0.8675831291845126,0.08451506525788294,1,0,2,5
0.5455384909187276,0.16620142108369798,0.28826008799757447,1,0,2,5
0.04541836376902639,0.9516090784462661,0.0029725577847074048,1,0,2,5
0.5148993123624648,0.06306583834210615,0.422034849295429,1,0,2,4
0.3517877215117626,0.13685021728915442,0.5113620611990829,1,0,2,5
0.8193591207232633,0.012438801852486227,0.16820207742425045,1,0,2,4
0.33536096618728745,0.4513673817238007,0.21327165208891194,1,0,2,4
0.08244965408801219,0.744220495472413,0.17332985043957483,1,0,2,4
0.3232083924406842,0.37943161976136747,0.2973599877979483,1,0,2,4
0.6178398144593685,0.26621884234182164,0.1159413431988098,1,0,2,5
0.44987577033873954,0.49724047374844416,0.05288375591281632,1,0,2,4
0.04496658650491345,0.8918850297415952,0.06314838375349124,1,0,2,4
0.5395023355586924,0.25407989367322115,0.20641777076808626,1,0,2,4
0.21896236087959844,0.7382671763674599,0.04277046275294165,1,0,2,4
0.25685502731692444,0.14862742876497348,0.5945175439181021,1,0,2,5
0.23110470851748294,0.32417121002635657,0.4447240814561605,1,0,2,5
0.5634232232303171,0.24705866143828015,0.1895181153314028,1,0,2,5
0.29763049946776654,0.5934652900493669,0.1089042104828666,1,0,2,4
0.38638381038734987,0.43102693963173044,0.18258924998091977,1,0,2,4
0.024979647404294862,0.3802272009178623,0.5947931516778429,1,0,2,4
0.03686558705448035,0.6520916836293481,0.31104272931617166,1,0,2,5
0.24714437528529207,0.14451932610358972,0.6083362986111182,1,0,2,4
0.157080647338744,0.183093328215754,0.659826024445502,1,0,2,5
0.08278024602456407,0.12189546179056224,0.7953242921848737,1,0,2,5
0.003041042160838692,0.7289791647464176,0.2679797930927439,1,0,2,5
0.07869351535496716,0.3596949826231035,0.5616115020219294,1,0,2,5
0.4313545878836722,0.3587640122742302,0.20988139984209767,1,0,2,5
0.492580850396087,0.18944455959943104,0.3179745900044819,1,0,2,4
0.4674407213844785,0.4230455724009335,0.10951370621458807,1,0,2,4
0.4906292796088304,0.4157080124069389,0.09366270798423075,1,0,2,5
0.3067162000244827,0.37385013801612305,0.3194336619593943,1,0,2,5
0.2499783879473838,0.698856324843594,0.05116528720902225,1,0,2,4
0.7137275681868669,0.22685244741480293,0.05941998439833026,1,0,2,4
0.5732559647009164,0.09414129677918406,0.3326027385198995,1,0,2,5
0.6292985257446484,0.19557682800421355,0.175124646251138,1,0,2,4
0.4473748045023162,0.40248189046186883,0.1501433050358151,1,0,2,4
0.4395139612625097,0.07112344367363843,0.4893625950638519,1,0,2,4
0.2256987295834015,0.47408095992514904,0.30022031049144954,1,0,2,4
0.7837946549530772,0.1589285362613339,0.05727680878558898,1,0,2,5
0.725968218604084,0.050993832448764105,0.22303794894715198,1,0,2,4
0.622692024773583,0.14330889199776883,0.23399908322864824,1,0,2,5
0.3381522166190164,0.3427785967033402,0.31906918667764333,1,0,2,4
0.712530985450442,0.09030978018835309,0.19715923436120503,1,0,2,4
0.18877319417564253,0.2800294059945537,0.5311973998298039,1,0,2,4
0.026036949857480268,0.842927393123237,0.13103565701928288,1,0,2,5
0.20511326576141714,0.009313083337978877,0.7855736509006039,1,0,2,5
0.15081051281144664,0.557217186235823,0.29197230095273047,1,0,2,4
0.11752104820972298,0.552850082893416,0.32962886889686094,1,0,2,4
0.39119288700714944,0.12012927927934965,0.48867783371350093,1,0,2,4
0.6845949849199999,0.13234016926294415,0.183064845817056,1,0,2,4
0.32425873412082085,0.44705599384826306,0.22868527203091618,1,0,2,5
0.25567294124890927,0.39287218946202973,0.351454869289061,1,0,2,5
0.19219626789334623,0.10506008525783125,0.7027436468488225,1,0,2,5
0.04631589770149794,0.8186515667703009,0.13503253552820108,1,0,2,5
0.6374672091057126,0.26809457590763497,0.09443821498665243,1,0,2,5
0.4575436890812321,0.24472490338696226,0.2977314075318056,1,0,2,5
0.8367090698398039,0.10888853662179761,0.05440239353839827,1,0,2,4
0.28088657517164695,0.26298310901719674,0.4561303158111563,1,0,2,5
0.10587966564745868,0.21935604141973014,0.6747642929328111,1,0,2,5
0.38945694515981083,0.5724663981791986,0.03807665666099053,1,0,2,5
0.10010480888282236,0.12246878881387692,0.7774264023033008,1,0,2,5
0.19213360174368846,0.2843413208738328,0.5235250773824788,1,0,2,5
0.1152706283497213,0.7355674877362253,0.14916188391405336,1,0,2,4
0.1450650070173814,0.03042467100136987,0.8245103219812486,1,0,2,4
0.5028480147340563,0.17498789496812328,0.32216409029782045,1,0,2,5
0.2399714767343672,0.1476428140292619,0.6123857092363709,1,0,2,5
0.25698150191107666,0.43093187697092933,0.31208662111799423,1,0,2,5
0.538271001583505,0.3813182328748633,0.08041076554163165,1,0,2,4
0.44794263922344807,0.11075625295625728,0.44130110782029475,1,0,2,5
0.0840921778650184,0.2526401033568604,0.6632677187781212,1,0,2,5
0.513530391980663,0.317261653322359,0.16920795469697797,1,0,2,4
0.2748781622153855,0.02105373054469068,0.7040681072399237,1,0,2,5
0.3435496103180022,0.42728876339163036,0.2291616262903675,1,0,2,4
0.40949467995231525,0.14208001699598796,0.4484253030516967,1,0,2,4
0.03710559983909906,0.0939830814968193,0.8689113186640817,1,0,2,5
0.6463603633625683,0.33760763979081765,0.01603199684661408,1,0,2,5
0.22581625103392788,0.1105496001559092,0.6636341488101629,1,0,2,4
0.5831082602002751,0.33917551114345074,0.07771622865627426,1,0,2,4
0.22132113149135918,0.4933533959142087,0.2853254725944322,1,0,2,4
0.1331795467801174,0.7923369092112281,0.07448354400865449,1,0,2,4
0.0002557546661612386,0.7821994450706973,0.21754480026314138,1,0,2,4
0.1288598936706106,0.261728710546189,0.6094113957832004,1,0,2,4
0.2854806371446494,0.07584008981833724,0.6386792730370134,1,0,2,4
0.09194109395155832,0.7914782025037853,0.11658070354465638,1,0,2,4
0.2968578647615685,0.23222923686769822,0.4709128983707334,1,0,2,4
0.36586464942027047,0.5736972633668174,0.060438087212912196,1,0,2,5
0.5612030312367631,0.24435309638821623,0.19444387237502062,1,0,2,5
0.2694730058496538,0.5030674499594924,0.22745954419085376,1,0,2,4
0.7202492851395979,0.24706891363579433,0.032681801224607905,1,0,2,5
0.0006379241889325847,0.4676668588250695,0.5316952169859981,1,0,2,5
0.3460995983587193,0.5135955495043212,0.14030485213695953,1,0,2,4
0.2887867837303018,0.6412660258071253,0.06994719046257296,1,0,2,4
0.5432021326512254,0.33806381369931754,0.11873405364945708,1,0,2,5
0.42985031994337364,0.4456219758601003,0.12452770419652605,1,0,2,5
0.31751669502185725,0.31737058748982805,0.36511271748831475,1,0,2,5
0.5079145131586649,0.3010750667378365,0.19101042010349845,1,0,2,5
0.7862543530342496,0.08901669269803801,0.12472895426771236,1,0,2,4
0.06734557806661567,0.4180482169371562,0.5146062049962281,1,0,2,5
0.08235888110823593,0.7234002056059643,0.19424091328579993,1,0,2,4
0.9450148781246038,0.03770913831651216,0.01727598355888395,1,0,2,4
0.1941891693233567,0.5971409098600077,0.20866992081663568,1,0,2,5
0.2893989665298029,0.45562805225132497,0.2549729812188722,1,0,2,5
0.09533196327082755,0.7471039950094734,0.15756404171969912,1,0,2,4
0.07678937429889411,0.6396586676705228,0.28355195803058314,1,0,2,5
0.2859164291407587,0.16175824242323214,0.5523253284360091,1,0,2,5
0.2571757904235146,0.5197467887676832,0.22307742080880202,1,0,2,5
0.2770085124501097,0.6546869876688746,0.06830449988101554,1,0,2,4
0.02629472397982482,0.22462564920655387,0.7490796268136214,1,0,2,5
0.05221693892553914,0.6191316723104425,0.3286513887640183,1,0,2,5
0.26675473076993417,0.6477165236548486,0.08552874557521742,1,0,2,4
0.0033552748973899524,0.672796409525926,0.323848315576684,1,0,2,5
0.6546430817669806,0.15853234122884255,0.1868245770041768,1,0,2,4
0.01501783328177643,0.5002124838732488,0.48476968284497485,1,0,2,5
0.03140728168991404,0.1324889115867911,0.836103806723295,1,0,2,4
0.8662681026567576,0.05373850210293143,0.07999339524031096,1,0,2,5
0.7243165235246842,0.12254019156935222,0.15314328490596366,1,0,2,4
0.04754124575596341,0.06756996774836,0.8848887864956766,1,0,2,4
0.2868304183940685,0.5452456428058224,0.16792393880010922,1,0,2,5
0.7985505941354443,0.16210188423990535,0.03934752162465046,1,0,2,5
0.08885247168219981,0.6147685905568661,0.296378937760934,1,0,2,4
0.932230285291306,0.04688596847530319,0.02088374623339073,1,0,2,4
0.21104222200470238,0.6299358981659713,0.1590218798293264,1,0,2,5
0.7589060250438134,0.2069555672734607,0.03413840768272587,1,0,2,5
0.16578588689750204,0.6417453108788097,0.19246880222368828,1,0,2,4
0.7139746986738983,0.05446774953630972,0.2315575517897919,1,0,2,4
0.23839695900334992,0.6021146297612473,0.15948841123540264,1,0,2,4
0.552349553397338,0.05464988025551724,0.3930005663471447,1,0,2,4
0.005335918031117564,0.22275799962421786,0.7719060823446646,1,0,2,4
0.7295912216653009,0.07091814961824483,0.19949062871645418,1,0,2,4
0.1618506231865712,0.06741746382901158,0.7707319129844171,1,0,2,4
0.4492362096571866,0.47027632541833414,0.08048746492447925,1,0,2,4
0.404903805132767,0.5454434640601812,0.04965273080705176,1,0,2,4
0.6496812842946291,0.27063231594824105,0.07968639975712975,1,0,2,5
0.9340362978783825,0.024223682818423412,0.041740019303194126,1,0,2,4
0.5679105909659624,0.001999881690562565,0.4300895273434749,1,0,2,4
0.6010904464211321,0.23223891655571213,0.16667063702315588,1,0,2,5
0.19381500789272088,0.13926341236928055,0.6669215797379985,1,0,2,4
0.5947538829935438,0.025034803645163382,0.3802113133612927,1,0,2,5
0.10111044690534847,0.17253502084839692,0.7263545322462547,1,0,2,5
0.5275148532175357,0.20287502594062165,0.26961012084184277,1,0,2,5
0.6289755055649815,0.04394109895334092,0.3270833954816776,1,0,2,5
0.20008072260426524,0.5012947987883891,0.2986244786073454,1,0,2,5
0.0806469032089593,0.2790750408653025,0.6402780559257382,1,0,2,4
0.481883950349122,0.25254791828214507,0.2655681313687329,1,0,2,4
0.660887828730967,0.30411864256244,0.034993528706592926,1,0,2,5
0.6061597854213676,0.0673294796532093,0.32651073492542293,1,0,2,4
0.5584760142147065,0.0567329714881583,0.38479101429713525,1,0,2,4
0.708905855391261,0.19636651798922855,0.09472762661951034,1,0,2,4
0.40215125259331586,0.4753190840751498,0.12252966333153446,1,0,2,5
0.1819674037297024,0.3610925078265368,0.45694008844376083,1,0,2,4
0.2089142770623618,0.035272457261284765,0.7558132656763533,1,0,2,4
0.7190204037951465,0.19037948653131545,0.09060010967353817,1,0,2,5
0.30818124225742455,0.4066448855775001,0.2851738721650753,1,0,2,5
0.14144943563409354,0.033854042949949606,0.824696521415957,1,0,2,4
0.6310972440766291,0.20951723593269678,0.1593855199906741,1,0,2,5
0.17743557233004725,0.6173473662168157,0.20521706145313698,1,0,2,5
0.09959778851196459,0.31117299205354965,0.5892292194344858,1,0,2,4
0.18266081703431555,0.6704998879400628,0.14683929502562162,1,0,2,5
0.5395734695031486,0.20392286470484852,0.25650366579200284,1,0,2,5
0.8568714693344193,0.04606834296147851,0.0970601877041023,1,0,2,5
0.9382730457763486,0.03589849808152534,0.025828456142126158,1,0,2,4
0.3622579993390267,0.6320221370915408,0.005719863569432542,1,0,2,5
0.14061001165217654,0.6550567143162351,0.20433327403158816,1,0,2,5
0.16267454381647717,0.3925699681397396,0.44475548804378323,1,0,2,5
0.026385109365520017,0.7190618176187393,0.2545530730157406,1,0,2,5
0.015925569288425544,0.5129637331242203,0.47111069758735413,1,0,2,4
0.09667171632265581,0.6487091118448183,0.2546191718325259,1,0,2,5
0.041751382276697946,0.5697752495260612,0.388473368197241,1,0,2,4
0.8514386368801335,0.0770145838162246,0.0715467793036419,1,0,2,5
0.626399037650401,0.15231463305458764,0.22128632929501135,1,0,2,4
0.2928746505554372,0.04254344092792085,0.6645819085166418,1,0,2,4
0.5547610736357685,0.09291820463068723,0.3523207217335443,1,0,2,5
0.5207275001226471,0.25078771354930335,0.22848478632804967,1,0,2,5
0.5295317262085963,0.10641011031158501,0.3640581634798186,1,0,2,5
0.027176704375833995,0.24566736736491795,0.7271559282592481,1,0,2,4
0.17456338102512245,0.27053695106768977,0.5548996679071878,1,0,2,5
0.7162536007051054,0.22714516647477073,0.056601232820123915,1,0,2,5
0.10019461678760806,0.7177963466059689,0.182009036606423,1,0,2,4
0.7208202223175093,0.16731844241132954,0.11186133527116118,1,0,2,4
0.2690930346492718,0.5079786181531711,0.22292834719755691,1,0,2,4
0.08536190346846535,0.8568280143230228,0.05781008220851173,1,0,2,5
0.6085418062292249,0.002859827037847429,0.38859836673292775,1,0,2,4
0.2078996711334481,0.5328195050878706,0.2592808237786813,1,0,2,5
0.1157462787891641,0.7694652546728846,0.11478846653795123,1,0,2,4
0.6949332346008935,0.2800304293914416,0.02503633600766478,1,0,2,4
0.10718764186909102,0.5631034689432268,0.3297088891876822,1,0,2,5
0.3907719757249021,0.6056356565216087,0.003592367753489191,1,0,2,4
0.07857066944379586,0.8496848285720652,0.07174450198413902,1,0,2,4
0.09442017075701176,0.5396454549917156,0.3659343742512728,1,0,2,5
0.37962083186622164,0.5192140123734857,0.10116515576029275,1,0,2,4
0.6012232514770054,0.23695319836313924,0.16182355015985536,1,0,2,5
0.017776292994650517,0.5541003596791378,0.42812334732621166,1,0,2,4
0.11704921971744217,0.6129076539015605,0.2700431263809972,1,0,2,5
0.573647449633774,0.19444233784383042,0.23191021252239552,1,0,2,5
0.2883776702063189,0.1714106060136711,0.5402117237800101,1,0,2,4
0.11252305774179958,0.6177960706788362,0.26968087157936416,1,0,2,4
0.032234855065945825,0.4340340399248554,0.5337311050091987,1,0,2,5
0.34577524558935796,0.4579721512601114,0.19625260315053072,1,0,2,5
0.25966184839533385,0.2044671113756604,0.5358710402290056,1,0,2,5
0.6070706489103105,0.3476091229664699,0.045320228123219765,1,0,2,5
0.47923563893214355,0.280959560198162,0.2398048008696945,1,0,2,5
0.21516852262585798,0.7440283005368282,0.04080317683731371,1,0,2,4
0.13181208142943143,0.03459542907422424,0.8335924894963442,1,0,2,4
0.8987129888391063,0.0570575054546047,0.04422950570628894,1,0,2,4
0.4574599757881884,0.16761157625458126,0.37492844795723024,1,0,2,4
0.37314228282860906,0.2825351711805933,0.3443225459907977,1,0,2,5
0.32367079841277624,0.337614337685608,0.3387148639016157,1,0,2,4
0.10837732984790378,0.42012937417057655,0.47149329598151957,1,0,2,5
0.4110874474570815,0.03489932223500246,0.554013230307916,1,0,2,5
0.7480940369061404,0.16808714291148963,0.08381882018237002,1,0,2,5
